incident nummer,Beschrijving incident,hoofd afdelingen
1210373,Graag vergroten van mailbox,Marketing
1244167,Graag Ultimo proces killen,HR advies
1245339,Graag uitnodiging MobilInlog opnieuw versturen,Production QA
1205342,Graag uitbreiding van de afspraakcodes op BoekelControlekameruur.,Production QA
1241607,Graag token overzetten op een andere gebruiker,Commercial department
1226065,Graag thinclient verplaatsen.,Production A
1195815,graag testen voor olympus of het hier wel werkt,Onbekend
1247740,Graag terugkoppelen wat nu het probleem was,Onbekend
1192245,graag terugbellen wie haar heeft gebeld net,Production A
1244128,Graag terugbellen ivm afspraak maken beamer kabel aansluiten,Commercial department
1212811,Graag terugbellen,Onbekend
1231091,graag terugbelactie,Production A
1249249,Graag TC nakijken ivbm Val,Overig
1252795,Graag snoeren wegwerken,Production A
1228573,Graag send on behave rechten toevoegen op groepspostbus,Production A
1244350,Graag send on behave rechten toekennen,Marketing
1231313,Graag Postvak vergroten,Production A
1237484,Graag Postvak vergroten,Commercial department
1248506,Graag Postvak vergroten,Commercial department
1248548,Graag Postvak vergroten,Commercial department
1232094,graag postbus op hide from exchange zetten,Commercial department
1213352,graag pc verplaatsen in kamer,Production A
1226823,graag pc verhuissen vandaag van ruimte,Production A
1228311,Graag PC ophalen en thinclient weer aansluiten.,Production A
1228490,graag pc nakijken,Overig
1245596,Graag nog een keer de MobilInlog uitnodiging sturen,Production QA
1237746,Graag nog een aantal screenshots,Onbekend
1240694,Graag nieuw toetsenbord naar de Balie.,Production QA
1247401,Graag nieuw toetsenbord,Commercial department
1227078,Graag nakijken Fin-ERP-POC outlet,Production A
1225022,Graag mososicoontje op thin client in de teampost kraamafdeling. => rechten/applicaties aanvragen via autorisatieformulier ICT,Commercial department
1254023,Graag melding aanmaken CS traagheid,Production A
1254490,graag meer informatie,Production QA
1245530,Graag mailbox aanmaken voor nieuwe gebruikers,Marketing
1202095,graag mail adres toevoegen (wo morgen weer bereikbaar),Production A
1245331,Graag logfile kopieëren naar zijn directory,Production A
1244279,Graag laptoptas lenen,Commercial department
1214434,graag Laptop plaat vastzetten,Commercial department
1246957,Graag kijken jivex oru koppeling van uit CS,Production A
1233823,graag inloggen als admin,Commercial department
1232105,graag hulp bij telefoon en pc aansluiten,Commercial department
1207235,graag hulp bij powerpoint presentatie,Facility management
1200006,Graag hulp bij het aanmaken van keurrapport inventaris die niet in Ultimo geregistreerd staat,Commercial department
1249664,Graag headset installeren,Production A
1231717,Graag grotere mailbox,Marketing
1195082,graag even terugbellen,Commercial department
1234854,graag even terugbellen,Marketing
1245591,Graag even oplossen,Production QA
1246015,Graag even op lControlekameratie kijken naar telefoon problemen,Production A
1233827,Graag even kijken naar schermen boven de bali,Production A
1213493,Graag email adressen koppelen aan nieuwe gebruiker,Marketing
1210366,Graag e-mail adress koppelen aan gebruiker MMasselink,Marketing
1212135,Graag e-mail adres koppelen aan gebruiker,Marketing
1234458,Graag e-mail adres koppelen aan gebruiker,Marketing
1206031,Graag een scherm maken voor de registratie van lockers,Commercial department
1233238,Graag een printer installeren,Marketing
1233778,"graag een optische muis aansluiten, dit is nog een oudemuis met balletje die niet goed reageert",Production A
1252936,Graag een nieuwe map op de j-schijf Gynaecologie met de naam WS,Marketing
1244797,Graag een bestand van testpc naar home account verplaatsen,Marketing
1207313,graag een 2e monitor,Overig
1237056,Graag doorverbinden FB,Onbekend
1242619,Graag de snoeren (onder buraublad)van de computers wegwerken,Production A
1244306,graag de irfanview instaleren op de scan pc 43692 Amsterdam,Marketing
1237931,Graag controleren of de videoconferentie goed is afgesloten,Overig
1248075,graag contact opnemen over aanpassing transponder instelling op crm station,Production A
1213191,graag contact opnemen inzake KUA pc,Onbekend
1245948,graag computers omruilen sec.post pc 47957 met  de pc in artsenkame r3.k.19.3 pc nr 49021,Commercial department
1225531,"Graag computer verplaatsten op bureau van dr. Slagter, servicearts,",Production A
1214835,Graag computer + scherm verplaatsen van ruimte nummer G005a naar L026.,Facility management
1228183,Graag binnen het EPD psychiatrie bij beleidorder poliklinisch en plaatsingen een toevoeging verwerken?,Production A
1245328,"Graag bij postvak secretariaat domein verwijderen als gemachtigde: A. Honhoff, J. ten Hove, V. Leeuwe, J. ten Buuren",Commercial department
1227728,graag batterij vervangen van telefoon 6105,Commercial department
1210458,Graag batterij vervangen van telefoon 6006,Commercial department
1190029,Graag afdeling Bedrijfskundig management aanmaken in Ultimo,Commercial department
1236596,Graag advies betreffende geluidsmogelijkheden computer vergaderzaal.,Commercial department
1212245,Graag Account testen,Marketing
1246098,Graag aansluiten van verplaatste PC,Production A
1229872,Graag aanmaken van rechten op jschijf,Marketing
1243303,Graag aanmaken van postbus voor nieuwe gebruiker,Marketing
1210645,Graag aanmaken van map op J: Six Sigma PRIO,Marketing
1245849,Graag aanmaken van Mailbox bij nieuwe gebruiker,Marketing
1254499,Graag aanmaken van mailbox    PlastischChirurgie-WS,Marketing
1209961,Graag aanmaken van mailbox,Facility management
1247356,Graag aanmaken van email adressen bij nieuwe gebruikers,Marketing
1209214,"Graag aanmaken van email adres,...",Commercial department
1227111,Graag aanmaken van email adres,Marketing
1254510,Graag aanmaken van div mail adressen van nieuwe gebruikers,Marketing
1236896,Graag aanmaken postbus voor htwierik,Marketing
1210642,Graag aanmaken op j schijf: Necrologie \ DB necrologie dossieronderzoek,Marketing
1245453,Graag aanmaken nieuwe groepspostbus OncologiepoliAmsterdam,Marketing
1212144,Graag aanmaken MAP op J: Marketing WS,Marketing
1209186,Graag aanmaken MAP op J:  Dossieronderzoek \ Access DB dossieronderzoek,Marketing
1210673,Graag Aanmaken map op j : Donatiecoördinator,Marketing
1209942,Graag aanmaken MAP op J   wij zijn WS!,Marketing
1209322,Graag aanmaken mailbox,Facility management
1226983,Graag aanmaken Emailadress bij account,Marketing
1210630,Graag aanmaken e-mail adres Poli Cardiologie- Amsterdam,Marketing
1234521,Graag aanmaken E-mail adres nieuwe gebruiker,Marketing
1210019,Graag aanmaken email adres,Marketing
1255698,Graag 6 bedarmen ophangen op de Dialyse Amsterdam.,Overig
1253414,Graag 3 werkplekken verschuiven binnen zelfde ruimte,Production A
1234000,graag 2 werkplekken vastzetten,Commercial department
1210033,"Graag 19"" monitor wisselen voor 24""",Production A
1233682,Google Chrome__foutmelding over nieuw profiel vanwege oude versie Google Chrome,Marketing
1201840,Google chrome vraagt naar mark calkhuissen,Production A
1240121,Google Chrome traagheid,Marketing
1214581,google chrome start niet,Facility management
1250921,Google chrome rechten toegekent,Overig
1199812,Google Chrome of firefox,Onbekend
1228273,Google Chrome ivm vastlopers IE,Production QA
1240215,"Google Chrome has crashed. Aw, Snap! Relauch now. Na opstarten WS.nl/management",Marketing
1223980,Google Chrome erg traag.,Commercial department
1237810,Google Chrome blijft standaard in de browserlijst?,Production A
1214368,Google Chrome,Commercial department
1229348,Google Chrome,Commercial department
1254075,Google Chrome,Commercial department
1205138,GOMES ligt eruit. Koppeling met CRM-ERP. Aanleveren aan de Grouper,Commercial department
1195140,GMP Homan met account ghoman,Commercial department
1245745,Global Knowledge vraagt naar Geert Rouw,Onbekend
1253907,Global Knowledge belt en vraagt naar Geert,Onbekend
1252685,GLIMS kan niet inloggen XENAPPH4-04,Commercial department
1231355,"Glims - applicatie wordt gestart, daarna vastloper",Commercial department
1224621,GL terugbellen svp,Commercial department
1252420,Gisteren zijn flowmeters omgewisseld (BJ). Koppeling moet volgens haar gewijzigd worden.,Production A
1227137,Gisteren is de strroom eraf geweest: there are currently no logon service available to service the logon request,Commercial department
1226784,"Gister update, inloggen lukt na 5 keer pas. Zie melding attachment. (lControlekameraal profiel zie bijlage)",Production A
1195695,Ging iets niet goed Paranice. Wil graag uitgelogd worden,Commercial department
1221939,gezamenlijke map voor frontoffice en MI,Commercial department
1214402,Gezamelijke postvak verwijderen,Overig
1196953,gezamelijke postvak toevoegen,Production A
1199890,gewijzigd telefoonnummer,Commercial department
1205969,Gevraagd naar Jeffrey,Production A
1196918,Gevens van de Alaris komen niet in CS,Commercial department
1193222,geven melding over citrix,Production QA
1240420,Getypte teskten verslepen binnen documenten wil niet meer.,Marketing
1206695,Geschiedenis van outlook mails adressen terug halen,Commercial department
1196117,Gescande documenten worden niet juist geopend,Production QA
1249909,"Gescande documenten naar homedir, waar staan die?",Production A
1191495,Gescande documenten komen niet in email,Production A
1225500,Gescande documenten,Production A
1237662,gescand dossier op usb? dv 5119 CS,Production A
1236457,Gescand dossier inzien. Krijgt een foutmelding,Production A
1215691,Gert Brunnekreef GBAccept (ICU),HR advies
1194561,Geopend document sluiten,Production A
1205611,GEMStaton,Marketing
1230099,Gemeenschappelijke telefoon is doorgeschakeld naar eigen handset. bellers krijgen nu de melding dat hij niet bereikbaar is,Production A
1224456,geluidsrechten ivm cursus,Overig
1228049,geluidskaart checken svp,Commercial department
1201427,geluidsboxen doen het niet,Marketing
1237879,geluid?,Commercial department
1241126,Geluid videoconferentie niet goed tijdens live sessie,Facility management
1241128,Geluid videoconferentie niet goed tijdens live sessie,Facility management
1219669,Geluid van vergader centrum K13 doet het niet.,Marketing
1249653,geluid uit nieuwe KA,Marketing
1253849,Geluid rechten nodig,Commercial department
1247369,geluid reanimatie telefoon CCU,Production QA
1247888,geluid presentatie,Commercial department
1214818,geluid op oude omgeving,Overig
1201444,Geluid K.13,Marketing
1198488,Geluid in Noord-Hollandzaal werkt niet,Facility management
1214154,Geluid boxen,Production QA
1214775,Geluid beamer pc nakijken,Commercial department
1201419,geluid,Marketing
1224031,gelocked AP,Commercial department
1239481,Geleverde adapters,Onbekend
1208293,geheugen checken svp,Production A
1195214,Geheugen bijplaatsen NAS-A01 server,Marketing
1238499,Gegevens van Scopietoren kunnen niet worden opgehaald MIC Controlekamer (BrControlekamerer resetten?),Marketing
1218420,gegevens van j schijf komen niet op zijn i pad,Commercial department
1246068,Gegevens toevoegen aan hpconfig.XML van ROGAN PACS,Commercial department
1243404,gegevens staan niet meer in huisstijlicoon,Production A
1218653,gegevens over een klant,Commercial department
1204740,gegevens in Outlook staan niet goed (fotieve functie),Marketing
1230132,gegevens ict-manager,Onbekend
1189123,Gegevens doornemen bij kopiëren van inventaris,Production A
1202058,Gefaxt maar nog geen bericht ontvangen.,Production A
1200929,"Geert, svp terugbellen inzake traagheid CRM-ERP",Overig
1190971,"Geert, svp  m. ter Braak terugbellen tst. 5595",Production QA
1202226,Geert Rouw: Nieuwe sw CAB,Production A
1195253,Geen WS handtekening in Outlook,Commercial department
1208475,Geen wifi met ipad. Configuratie onvolledig.,Commercial department
1203169,geen Werklijsten radiologie,Production QA
1235550,Geen Werklijsten op de modeliteiten Rogan,Production QA
1234888,geen wachttekst bij in gesprek groepsnr 5230,Production A
1197885,geen visio meer op zijn account,Overig
1205049,Geen verbindingen meer,Production QA
1205054,Geen verbinding met internet WIFI dr. Havinga,Production A
1254564,Geen verbinding met het netwerk,Commercial department
1233187,geen verbinding met domein,Commercial department
1190601,geen verbinding,Production A
1236852,Geen uroflow applicatie op haar account,Production A
1230214,geen uitleg gekregen dat ze voor de afdeling met inloggroep moet inloggen,Production QA
1224279,Geen trema op e,Commercial department
1212387,Geen toegang tot de openbare mappen Postvak IN,Production QA
1245834,Geen toegang met paslezer.,Commercial department
1239819,Geen stroom op de TC en de MF,Overig
1250510,Geen servers beschikbaar om in te loggen,Production A
